省份编码,省份,年份,所属区域,推荐建模样本标记,基准因变量,稳健性因变量_住院率,稳健性因变量_两周就诊率,PM2.5,PM10,SO2,NO2,O3,CO,ln_常住人口,ln_人均GDP,常住人口_万人,人均GDP_元,地区生产总值_亿元,城镇化率,第二产业占比,医疗卫生机构数_个,医院数_个,城镇人口_万人,第二产业增加值_亿元,污染覆盖月份数,污染数据是否完整年
2,云南,2021,西部,1,30.4,25.4,65.2,24.0,40.5,8.916666666666666,23.08333333333333,113.75,0.75,8.453187861440325,10.99336600537318,4690,59478.25159914712,27895.3,0.5104477611940299,0.3418210236132969,26885,1405.0,2394,9535.2,12,是
3,内蒙古,2021,西部,1,30.4,25.4,65.2,28.75,62.66666666666666,11.08333333333333,28.33333333333333,117.5,0.9666666666666666,7.783224016336037,11.406860997893029,2400,89936.66666666667,21584.8,0.6820833333333334,0.446911715651755,24948,806.0,1637,9646.5,12,是
4,北京,2021,东部,1,16.1,12.3,40.8,33.41666666666666,55.58333333333334,3.083333333333333,26.0,117.5833333333333,1.016666666666667,7.691200097522863,12.21902404560651,2189,202607.1265417999,44350.7,0.8752855185015989,0.1743422313514781,10699,644.0,1916,7732.2,12,是
5,吉林,2021,中部,1,19.3,15.3,34.0,31.66666666666667,55.41666666666666,9.25,31.33333333333333,100.5,0.9583333333333334,7.772752716468742,10.94291584785079,2375,56552.0,13431.1,0.6336842105263157,0.3509541288502058,25344,825.0,1505,4713.7,12,是
6,四川,2021,西部,1,30.4,25.4,65.2,40.16666666666666,61.16666666666666,5.666666666666667,35.25,127.3333333333333,0.9083333333333332,9.03264808356589,11.09516518034361,8372,65852.00668896321,55131.3,0.5782369804108934,0.3630696174405464,80249,2481.0,4841,20016.5,12,是
7,天津,2021,东部,1,16.1,12.3,40.8,39.58333333333334,70.16666666666667,8.5,37.16666666666666,126.25,1.241666666666667,7.224753405767971,11.671739067713107,1373,117211.9446467589,16093.2,0.8485069191551348,0.3591889742251386,6076,432.0,1165,5780.5,12,是
8,宁夏,2021,西部,1,30.4,25.4,65.2,27.66666666666667,66.75,13.75,30.41666666666667,120.5,1.233333333333333,6.586171654854675,11.07233332212731,725,64365.51724137931,4666.5,0.6606896551724138,0.4364298724954462,4571,213.0,479,2036.6,12,是
9,安徽,2021,中部,1,19.3,15.3,34.0,32.75,63.33333333333334,6.75,35.91666666666666,123.5,0.8916666666666666,8.718172930028725,11.163510681126365,6113,70510.06052674628,43102.8,0.5939800425323082,0.3926775058696882,29554,1338.0,3631,16925.5,12,是
10,山东,2021,东部,1,16.1,12.3,40.8,41.08333333333334,80.5,11.5,32.91666666666666,147.0833333333333,1.125,9.227197489042606,11.33164171754838,10170,83419.86234021632,84838.0,0.6394296951819076,0.4017539310214762,85715,2654.0,6503,34084.0,12,是
11,山西,2021,中部,1,19.3,15.3,34.0,45.0,85.58333333333333,13.83333333333333,38.58333333333334,142.9166666666667,1.266666666666667,8.15478757276852,11.102612417675132,3480,66344.25287356322,23087.8,0.6341954022988506,0.4717859648818857,41007,1427.0,2207,10892.5,12,是
12,广东,2021,东部,1,16.1,12.3,40.8,23.91666666666667,46.58333333333334,7.583333333333333,34.25,150.1666666666667,0.8916666666666666,9.448096635658239,11.518722254536423,12684,100581.362346263,127577.4,0.7462945443077893,0.3917402298526228,57964,1762.0,9466,49977.2,12,是
13,广西,2021,西部,1,30.4,25.4,65.2,27.66666666666667,47.16666666666666,8.166666666666666,24.75,121.8333333333333,0.925,8.52456594574565,10.824788543126198,5037,50251.14155251141,25311.5,0.5507246376811594,0.3367362661240937,34112,803.0,2774,8523.3,12,是
14,新疆,2021,西部,1,30.4,25.4,65.2,39.66666666666666,65.66666666666667,7.25,38.08333333333334,103.5,1.155555555555556,7.859026979751538,11.079941477197949,2589,64857.0876786404,16791.5,0.5724217844727694,0.374076169490516,16970,924.0,1482,6281.3,12,是
15,江苏,2021,东部,1,16.1,12.3,40.8,29.33333333333333,56.25,5.5,32.41666666666666,143.3333333333333,0.925,9.048409504829962,11.85595380669403,8505,140920.8700764256,119853.2,0.7394473838918283,0.4470118444897592,36448,2030.0,6289,53575.8,12,是
16,江西,2021,中部,1,19.3,15.3,34.0,30.83333333333333,61.0,8.25,27.41666666666667,124.6666666666667,0.9583333333333334,8.415603335654604,11.09828176710403,4517,66057.5603276511,29838.2,0.6145671906132388,0.4209134599272074,36764,939.0,2776,12559.3,12,是
17,河北,2021,东部,1,16.1,12.3,40.8,46.5,87.16666666666667,9.166666666666666,31.66666666666667,136.8333333333333,1.241666666666667,8.915700818956903,10.920964147729407,7448,55324.11385606875,41205.4,0.6114393125671321,0.3992389347027331,88162,2395.0,4554,16450.8,12,是
18,河南,2021,中部,1,19.3,15.3,34.0,42.66666666666666,77.5,8.333333333333334,31.66666666666667,139.6666666666667,1.091666666666667,9.198571388376184,10.976632408298212,9883,58491.24759688354,57806.9,0.5645047050490741,0.390455118679604,78536,2410.0,5579,22571.0,12,是
19,浙江,2021,东部,1,16.1,12.3,40.8,28.25,55.0,5.833333333333333,34.16666666666666,139.75,0.8583333333333334,8.785692444451245,11.673155921641305,6540,117378.1345565749,76765.3,0.726605504587156,0.4086572969818394,35120,1485.0,4752,31370.7,12,是
20,海南,2021,东部,1,16.1,12.3,40.8,14.5,28.0,3.833333333333333,10.41666666666667,104.8333333333333,0.625,6.927557906278317,11.063708215809173,1020,63812.74509803922,6508.9,0.6098039215686275,0.189448293874541,6277,269.0,622,1233.1,12,是
21,湖北,2021,中部,1,19.3,15.3,34.0,37.58333333333334,60.0,7.916666666666667,40.16666666666666,131.3333333333333,1.116666666666667,8.670772279344538,11.361210638226678,5830,85923.32761578045,50093.3,0.6408233276157804,0.3841092521355151,36529,1167.0,3736,19241.3,12,是
22,湖南,2021,中部,1,19.3,15.3,34.0,43.0,52.25,7.083333333333333,28.58333333333333,126.4166666666667,0.9916666666666668,8.798152718107191,11.143176253764954,6622,69090.75807913017,45751.9,0.5971005738447599,0.3786924696023553,55677,1716.0,3954,17325.9,12,是
23,甘肃,2021,西部,1,30.4,25.4,65.2,32.58333333333334,73.83333333333333,15.41666666666667,46.0,115.6666666666667,1.316666666666667,7.820037989458753,10.659666094943073,2490,42602.40963855421,10608.0,0.5333333333333333,0.3329185520361991,25759,699.0,1328,3531.6,12,是
24,福建,2021,东部,1,16.1,12.3,40.8,20.5,38.83333333333334,4.333333333333333,18.58333333333333,108.9166666666667,0.7833333333333333,8.339739766019143,11.68239913665105,4187,118468.115595892,49602.6,0.6969190351086697,0.4522847592666513,28693,711.0,2918,22434.5,12,是
25,西藏,2021,西部,1,30.4,25.4,65.2,9.666666666666666,24.08333333333333,6.166666666666667,15.83333333333333,108.6666666666667,0.6166666666666667,5.902633333401366,10.978648488896873,366,58609.28961748634,2145.1,0.366120218579235,0.348888163721971,6907,179.0,134,748.4,12,是
26,贵州,2021,西部,1,30.4,25.4,65.2,23.41666666666667,42.08333333333334,9.75,20.33333333333333,108.5,0.7583333333333333,8.256347772918016,10.853537389111523,3852,51716.77050882659,19921.3,0.5433541017653167,0.3188446537123582,29292,1449.0,2093,6351.8,12,是
27,辽宁,2021,东部,1,16.1,12.3,40.8,37.75,65.91666666666667,15.33333333333333,32.75,115.75,1.391666666666667,8.34972083747249,11.117260838851578,4229,67323.24426578387,28471.0,0.7280681012059589,0.3745881774437146,33051,1444.0,3079,10664.9,12,是
28,重庆,2021,西部,1,30.4,25.4,65.2,34.83333333333334,53.83333333333334,9.333333333333334,32.0,111.5833333333333,0.8666666666666667,8.074649075066652,11.378949212691587,3212,87461.08343711084,28092.5,0.7033001245330013,0.3801548455993592,21361,858.0,2259,10679.5,12,是
29,陕西,2021,西部,1,30.4,25.4,65.2,41.75,85.5,8.0,40.58333333333334,122.5833333333333,1.091666666666667,8.282483003730562,11.25257182326777,3954,77077.89580171977,30476.6,0.6363176530096105,0.4253525655749001,34971,1270.0,2516,12963.3,12,是
30,青海,2021,西部,1,30.4,25.4,65.2,32.0,59.08333333333334,18.08333333333333,36.25,112.8333333333333,1.65,6.386879319362645,10.968517523370055,594,58018.51851851852,3446.3,0.6094276094276094,0.4032440588457186,6408,222.0,362,1389.7,12,是
31,黑龙江,2021,中部,1,19.3,15.3,34.0,36.91666666666666,57.41666666666666,16.5,30.58333333333333,108.75,1.025,8.047189562170502,10.79828821818952,3125,48936.96,15292.8,0.65696,0.2669426135174723,20578,1187.0,2053,4082.3,12,是
1,上海,2022,东部,1,15.2,11.4,39.0,24.66666666666667,39.16666666666666,5.583333333333333,27.16666666666667,135.25,0.8583333333333334,7.813995675002791,12.187610331733634,2475,196341.4141414141,48594.5,0.8933333333333333,0.2343145829260513,6404,443.0,2211,11386.4,12,是
2,云南,2022,西部,1,28.7,25.3,63.0,20.16666666666667,33.08333333333334,8.333333333333334,20.0,114.0833333333333,0.6749999999999999,8.453827315794417,11.041893393144331,4693,62435.75538035372,29301.1,0.5171532069038994,0.3407994921692359,27528,1400.0,2427,9985.8,12,是
3,内蒙古,2022,西部,1,28.7,25.3,63.0,23.66666666666667,50.66666666666666,10.58333333333333,28.66666666666667,119.3333333333333,0.8555555555555556,7.783640596221253,11.503959946822388,2401,99107.45522698875,23795.7,0.6859641815910037,0.4587719630017187,25062,810.0,1647,10916.8,12,是
4,北京,2022,东部,1,15.2,11.4,39.0,29.66666666666667,54.58333333333334,2.833333333333333,22.75,136.8333333333333,0.8583333333333334,7.688913336864796,12.240774853396104,2184,207062.2710622711,45222.4,0.8759157509157509,0.1539148740447212,10897,662.0,1913,6960.4,12,是
5,吉林,2022,中部,1,18.6,15.2,32.4,28.91666666666667,48.08333333333334,8.666666666666666,26.0,107.1666666666667,0.8833333333333333,7.761319180947987,10.931020955150528,2348,55883.30494037479,13121.4,0.637137989778535,0.3257960278628805,25031,825.0,1496,4274.9,12,是
6,四川,2022,西部,1,28.7,25.3,63.0,38.83333333333334,58.08333333333334,4.416666666666667,29.83333333333333,141.25,0.7999999999999999,9.032886946579088,11.138894453210757,8374,68795.55767852878,57609.4,0.5834726534511584,0.3526160661280971,74041,2465.0,4886,20314.0,12,是
7,天津,2022,东部,1,15.2,11.4,39.0,36.66666666666666,65.58333333333333,8.583333333333334,31.58333333333333,135.5,1.05,7.217443431696533,11.709361903463174,1363,121705.7960381511,16588.5,0.851063829787234,0.3672845646080116,6282,435.0,1160,6092.7,12,是
8,宁夏,2022,西部,1,28.7,25.3,63.0,31.27272727272728,66.54545454545455,13.91666666666667,31.16666666666667,120.75,1.058333333333333,6.590301048196686,11.17029971889993,728,70990.38461538461,5168.1,0.6634615384615384,0.4486368297827054,4607,211.0,483,2318.6,12,是
9,安徽,2022,中部,1,18.6,15.2,32.4,32.33333333333334,63.66666666666666,7.833333333333333,30.58333333333333,132.0833333333333,0.7999999999999999,8.720460512725655,11.215898960439201,6127,74302.43185898483,45525.1,0.6015994777215603,0.3887306123435204,30176,1338.0,3686,17697.0,12,是
10,山东,2022,东部,1,15.2,11.4,39.0,36.83333333333334,72.08333333333333,11.0,30.75,147.3333333333333,1.016666666666667,9.226508953137767,11.386042059388894,10163,88083.63672144052,89519.4,0.6453803010921972,0.4025630198593824,86026,2666.0,6559,36037.2,12,是
11,山西,2022,中部,1,18.6,15.2,32.4,44.33333333333334,83.25,12.08333333333333,40.0,137.75,1.15,8.15507488781144,11.207689083317518,3481,73694.91525423729,25653.2,0.6394714162596955,0.4937824520917468,39661,1376.0,2226,12667.1,12,是
12,广东,2022,东部,1,15.2,11.4,39.0,21.5,38.66666666666666,6.25,28.75,154.5,0.8583333333333334,9.44596570079245,11.559068004125166,12657,104722.3670696058,132547.1,0.7478075373311212,0.387344574117427,59531,1813.0,9465,51341.4,12,是
13,广西,2022,西部,1,28.7,25.3,63.0,25.83333333333333,42.08333333333334,8.416666666666666,23.16666666666667,117.6666666666667,0.9166666666666666,8.526549286340263,10.865656308613703,5047,52347.33505052506,26419.7,0.5565682583713097,0.3356321229991256,34500,850.0,2809,8867.3,12,是
14,新疆,2022,西部,1,28.7,25.3,63.0,41.0,71.83333333333333,6.583333333333333,31.25,109.75,0.7000000000000001,7.8582541821860294,11.180338211640375,2587,71706.60997294163,18550.5,0.5790490916119057,0.3942050079512682,16999,929.0,1498,7312.7,12,是
15,江苏,2022,东部,1,15.2,11.4,39.0,28.16666666666667,51.41666666666666,5.0,27.16666666666667,145.5833333333333,0.7999999999999999,9.049584593096789,11.893332303508599,8515,146287.9624192601,124564.2,0.7442160892542572,0.4442961942516389,37001,2087.0,6337,55343.4,12,是
16,江西,2022,中部,1,18.6,15.2,32.4,30.08333333333333,55.66666666666666,8.083333333333334,24.41666666666667,132.8333333333333,0.9083333333333332,8.41803561988302,11.152207148115368,4528,69717.53533568904,31568.1,0.620803886925795,0.4065148045020131,35683,964.0,2811,12832.9,12,是
17,河北,2022,东部,1,15.2,11.4,39.0,45.83333333333334,82.83333333333333,8.083333333333334,32.66666666666666,143.9166666666667,1.091666666666667,8.911934336161426,10.971962457420803,7420,58218.73315363882,43198.3,0.616576819407008,0.3797996680424924,90194,2423.0,4575,16406.7,12,是
18,河南,2022,中部,1,18.6,15.2,32.4,45.41666666666666,78.0,7.833333333333333,27.33333333333333,147.5833333333333,1.016666666666667,9.197457746145169,10.994905602139378,9872,59569.89465153971,58807.4,0.5706037277147488,0.3761856501052588,81694,2470.0,5633,22122.5,12,是
19,浙江,2022,东部,1,15.2,11.4,39.0,29.75,51.75,6.25,31.83333333333333,143.75,0.8583333333333334,8.79133399330135,11.718367267111175,6577,122806.7507982363,80770.0,0.7337691956819219,0.4069988857248979,35967,1519.0,4826,32873.3,12,是
20,海南,2022,东部,1,15.2,11.4,39.0,13.33333333333333,26.33333333333333,4.0,8.833333333333334,114.1666666666667,0.6666666666666666,6.934397209928558,11.117073206574814,1027,67310.61343719572,6912.8,0.6144109055501461,0.1853662770512672,6384,270.0,631,1281.4,12,是
21,湖北,2022,中部,1,18.6,15.2,32.4,35.08333333333334,55.16666666666666,8.583333333333334,34.33333333333334,141.0833333333333,1.125,8.67317077287059,11.423585450115317,5844,91453.45653661876,53445.4,0.6466461327857632,0.3732500832625446,36782,1182.0,3779,19948.5,12,是
22,湖南,2022,中部,1,18.6,15.2,32.4,37.91666666666666,49.91666666666666,6.166666666666667,23.5,136.4166666666667,0.8333333333333334,8.795430805040018,11.192988388630218,6604,72619.4730466384,47957.9,0.6031193216232587,0.3653162461242048,55338,1739.0,3983,17519.8,12,是
23,甘肃,2022,西部,1,28.7,25.3,63.0,33.5,71.58333333333333,14.66666666666667,38.0,123.6666666666667,1.225,7.820840879907344,10.744251847765756,2492,46362.76083467095,11553.6,0.5421348314606742,0.3446112034344274,25266,704.0,1351,3981.5,12,是
24,福建,2022,东部,1,15.2,11.4,39.0,17.83333333333333,32.08333333333334,3.75,15.66666666666667,123.25,0.6166666666666667,8.339978571990427,11.731274350154555,4188,124402.1012416428,52099.6,0.7012893982808023,0.4312892997259096,29116,719.0,2937,22470.0,12,是
25,西藏,2022,西部,1,28.7,25.3,63.0,8.0,17.83333333333333,7.5,12.16666666666667,114.75,0.4416666666666666,5.8971538676367405,11.025361966290953,364,61412.08791208791,2235.4,0.3736263736263736,0.3445468372550774,6906,182.0,136,770.2,12,是
26,贵州,2022,西部,1,28.7,25.3,63.0,21.08333333333333,34.75,6.666666666666667,15.83333333333333,104.5833333333333,0.6583333333333333,8.257385655730436,10.88500542990619,3856,53370.07261410788,20579.5,0.5482365145228216,0.3090794236983406,29150,1456.0,2114,6360.7,12,是
27,辽宁,2022,东部,1,15.2,11.4,39.0,32.33333333333334,56.25,14.41666666666667,29.5,123.0833333333333,1.3,8.34212526333359,11.168453241181515,4197,70859.423397665,29739.7,0.7300452704312604,0.367323812950366,32679,1477.0,3064,10924.1,12,是
28,重庆,2022,西部,1,28.7,25.3,63.0,31.33333333333333,48.33333333333334,9.416666666666666,28.83333333333333,121.75,0.8333333333333334,8.074960359115858,11.402531032620853,3213,89548.08590102708,28771.8,0.7096171802054155,0.3641551797245914,22259,857.0,2280,10477.4,12,是
29,陕西,2022,西部,1,28.7,25.3,63.0,52.83333333333334,89.58333333333333,7.583333333333333,38.5,133.6666666666667,1.058333333333333,8.282988692742602,11.332692726087496,3956,83507.58341759353,33035.6,0.6400404448938322,0.4317978181113708,34779,1280.0,2532,14264.7,12,是
30,青海,2022,西部,1,28.7,25.3,63.0,30.33333333333333,58.16666666666666,17.33333333333333,27.66666666666667,115.8333333333333,1.308333333333333,6.38856140554563,11.031740226150294,595,61805.04201680672,3677.4,0.6151260504201681,0.4401751237287214,6376,212.0,366,1618.7,12,是
31,黑龙江,2022,中部,1,18.6,15.2,32.4,37.16666666666666,57.0,14.08333333333333,26.75,100.25,1.016666666666667,8.038834757787749,10.87405132339404,3099,52788.64149725718,16359.2,0.6621490803484995,0.2781003961073891,20599,1212.0,2052,4549.5,12,是
