省份编码,省份,年份,所属区域,推荐建模样本标记,基准因变量,稳健性因变量_住院率,稳健性因变量_两周就诊率,PM2.5,PM10,SO2,NO2,O3,CO,ln_常住人口,ln_人均GDP,常住人口_万人,人均GDP_元,地区生产总值_亿元,城镇化率,第二产业占比,医疗卫生机构数_个,医院数_个,城镇人口_万人,第二产业增加值_亿元,污染覆盖月份数,污染数据是否完整年
7,天津,2020,东部,1,16.9,13.1,42.5,48.16666666666666,67.66666666666667,8.416666666666666,39.16666666666666,138.5,1.441666666666667,7.234898420314831,11.5386058604201,1387,102601.2977649603,14230.8,0.8471521268925739,0.3490035697220115,5838,424.0,1175,4966.6,12,是
8,宁夏,2020,西部,1,32.0,25.4,67.3,35.25,71.75,13.41666666666667,35.5,123.75,1.283333333333333,6.580639137284949,10.932760168950848,721,55980.58252427184,4036.2,0.6490984743411928,0.3976017045736088,4574,218.0,468,1604.8,12,是
9,安徽,2020,中部,1,20.1,15.5,35.5,35.91666666666666,56.25,6.666666666666667,38.58333333333334,122.6666666666667,0.9,8.716863386544805,11.055230376669268,6105,63274.03767403767,38628.8,0.5832923832923833,0.3957332353062999,29391,1388.0,3561,15286.7,12,是
10,山东,2020,东部,1,16.9,13.1,42.5,49.75,88.33333333333333,13.0,35.75,153.9166666666667,1.275,9.226705726062447,11.200252949058484,10165,73148.9424495819,74355.9,0.6304968027545499,0.3901237158046638,84872,2640.0,6409,29008.0,12,是
11,山西,2020,中部,1,20.1,15.5,35.5,53.83333333333334,95.33333333333331,17.33333333333333,45.5,140.3333333333333,1.366666666666667,8.157657015196472,10.86200857048993,3490,52156.7335243553,18202.7,0.625214899713467,0.4087415603179748,41140,1420.0,2182,7440.2,12,是
12,广东,2020,东部,1,16.9,13.1,42.5,23.16666666666667,43.08333333333334,6.916666666666667,36.5,150.75,0.9333333333333332,9.443355043085656,11.408382281731082,12624,90073.58998732573,113708.9,0.7415240811153359,0.3848106876418645,55900,1700.0,9361,43756.4,12,是
13,广西,2020,西部,1,32.0,25.4,67.3,26.41666666666667,45.75,8.166666666666666,24.0,114.5,0.9416666666666668,8.520985989654934,10.699483130094915,5019,44332.9348475792,22250.7,0.541940625622634,0.3176349508105363,33875,733.0,2720,7067.6,12,是
14,新疆,2020,西部,1,32.0,25.4,67.3,46.33333333333334,75.66666666666667,8.666666666666666,36.16666666666666,98.16666666666669,1.4,7.859413154693583,10.916295177051165,2590,55066.40926640927,14262.2,0.5652509652509653,0.3364487947161027,18158,917.0,1464,4798.5,12,是
15,江苏,2020,东部,1,16.9,13.1,42.5,31.25,55.58333333333334,6.916666666666667,35.66666666666666,142.9166666666667,1.025,9.045111892608405,11.722807947326434,8477,123353.3089536393,104566.6,0.7344579450277221,0.4340908091111311,35747,1996.0,6226,45391.4,12,是
16,江西,2020,中部,1,20.1,15.5,35.5,33.0,57.91666666666666,8.75,29.08333333333333,130.8333333333333,0.8250000000000001,8.41604600941128,10.953408145300168,4519,57148.48417791547,25825.4,0.6043372427528214,0.411676101822237,36716,858.0,2731,10631.7,12,是
17,河北,2020,东部,1,16.9,13.1,42.5,58.33333333333334,102.5833333333333,12.33333333333333,41.0,136.5,1.516666666666667,8.91784674252718,10.806330822135225,7464,49332.12754555199,36821.5,0.6007502679528403,0.3785288486346292,86939,2244.0,4484,13938.0,12,是
18,河南,2020,中部,1,20.1,15.5,35.5,50.75,84.0,8.583333333333334,38.5,148.5,1.158333333333333,9.204422898212146,10.90562645957539,9941,54482.04405995373,54160.6,0.5542701941454582,0.3954276725147062,74644,2205.0,5510,21416.6,12,是
19,浙江,2020,东部,1,16.9,13.1,42.5,29.75,55.0,5.583333333333333,38.16666666666666,137.25,0.925,8.774622220696997,11.550618264395132,6468,103841.218305504,67164.5,0.7217068645640075,0.3966113050793202,34400,1429.0,4668,26638.2,12,是
20,海南,2020,东部,1,16.9,13.1,42.5,14.33333333333333,28.91666666666667,4.0,10.75,104.25,0.7166666666666667,6.919683849847411,10.928437700533603,1012,55739.13043478261,5640.8,0.6027667984189723,0.1905048929229896,6127,280.0,610,1074.6,12,是
21,湖北,2020,中部,1,20.1,15.5,35.5,37.41666666666666,57.41666666666666,8.083333333333334,36.0,133.25,1.133333333333333,8.656085190282855,11.22361979495326,5745,74878.32898172324,43017.6,0.6288946910356832,0.3803001562151306,35447,1048.0,3613,16359.6,12,是
22,湖南,2020,中部,1,20.1,15.5,35.5,41.25,47.58333333333334,6.583333333333333,27.08333333333333,133.0833333333333,1.016666666666667,8.801619971147346,11.046825718065437,6645,62744.46952595936,41693.7,0.5876598946576373,0.3736128000153501,56042,1649.0,3905,15577.3,12,是
23,甘肃,2020,西部,1,32.0,25.4,67.3,34.58333333333334,77.08333333333333,15.16666666666667,47.08333333333334,123.3333333333333,1.5,7.824445930877619,10.52614491149884,2501,37277.48900439824,9323.1,0.5221911235505797,0.3101865259409424,26204,705.0,1306,2891.9,12,是
24,福建,2020,东部,1,16.9,13.1,42.5,20.5,38.16666666666666,4.666666666666667,20.58333333333333,122.0,0.8416666666666667,8.333510708982942,11.561521059909598,4161,104979.5722182168,43682.0,0.6875751021389089,0.446630190925324,28105,695.0,2861,19509.7,12,是
25,西藏,2020,西部,1,32.0,25.4,67.3,11.5,28.83333333333333,6.583333333333333,19.0,110.5,0.6916666666666668,5.902633333401366,10.886619480225283,366,53456.28415300546,1956.5,0.3579234972677596,0.3618706874520828,6939,172.0,131,708.0,12,是
26,贵州,2020,西部,1,32.0,25.4,67.3,23.25,41.33333333333334,9.833333333333334,18.0,102.1666666666667,0.8083333333333332,8.257904193465674,10.76754596642901,3858,47455.41731467081,18308.3,0.5316226023846553,0.3212258920817335,28880,1378.0,2051,5881.1,12,是
27,辽宁,2020,东部,1,16.9,13.1,42.5,41.91666666666666,73.75,18.25,35.08333333333334,126.6666666666667,1.475,8.355850041007475,11.014130588425992,4255,60726.2044653349,25839.0,0.7215041128084606,0.3597004528039011,34131,1359.0,3070,9294.3,12,是
28,重庆,2020,西部,1,32.0,25.4,67.3,32.75,53.0,7.666666666666667,38.58333333333334,116.8333333333333,1.025,8.073714641109857,11.26956092213601,3209,78398.5665316298,25158.1,0.69460891243378,0.3834152817581614,20922,859.0,2229,9646.0,12,是
29,陕西,2020,西部,1,32.0,25.4,67.3,50.58333333333334,88.33333333333333,8.333333333333334,41.41666666666666,127.9166666666667,1.083333333333333,8.282735880201754,11.10481463499292,3955,66490.5183312263,26297.0,0.6265486725663717,0.4076928927254059,34983,1218.0,2478,10721.1,12,是
30,青海,2020,西部,1,32.0,25.4,67.3,35.25,61.33333333333334,15.33333333333333,36.5,110.1666666666667,1.691666666666667,6.385194398997726,10.858025635168815,593,51949.40978077571,3080.6,0.6003372681281619,0.3757384925014607,6407,215.0,356,1157.5,12,是
31,黑龙江,2020,中部,1,20.1,15.5,35.5,46.91666666666666,64.08333333333333,17.66666666666667,31.83333333333333,106.5833333333333,1.05,8.061802274538348,10.695357848866864,3171,44150.42573320719,14000.1,0.6559444970040996,0.2467625231248348,20461,1126.0,2080,3454.7,12,是
1,上海,2021,东部,1,16.1,12.3,40.8,27.5,43.33333333333334,5.583333333333333,35.08333333333334,129.25,0.8833333333333333,7.819636302367592,12.149869982127408,2489,189069.5058256328,47059.4,0.8931297709923665,0.2427867758619957,6308,426.0,2223,11425.4,12,是
